screen_name,created_at,status_id,text,user_id,verified,location
Merliinna,2021-12-30T23:41:04Z,1476699890055004160,@Citibanamex que les pasa?? Estoy muy molesta no tienen acaso ejecutivos para atender en audio matico!! Llevo 1 semana tratando de que un ser humano me atienda. Voy a sucursal y me dice el ejecutivo que mi duda solo puede ser resuelta en audiomatico. Y dice que no hay agentes!!,115456784,FALSE,
Citibanamex,2021-12-30T23:40:59Z,1476699870178254860,@CoronaHex ¿Te refieres a la baja definitiva de una tarjeta de crédito? ¿te estas comunicando con tu número de cliente y tu número secreto de Audiomático activo? quedamos al pendiente.-YA,92367652,TRUE,México
Citibanamex,2021-12-28T23:41:33Z,1475975235128209420,"@Dulce_Caramell Números:
Ciudad de México
55 2262 6391 (BANAMEX-1)",92367652,TRUE,México
Citibanamex,2021-12-28T23:41:18Z,1475975173509722115,"@Dulce_Caramell Llamada del 800 880 0155 o 800 283 3180
SMS del número 67812
Correo electrónico:
prevenciondefraudes@prevenciondefraudes.citibanamex.com",92367652,TRUE,México
Citibanamex,2021-12-28T23:40:45Z,1475975035898769414,"@Dulce_Caramell Buenas tardes. Si detectamos un fraude a tu tarjeta te contactaremos, pero nunca te pediremos datos sensibles como tu NIP o claves de tu cuenta.",92367652,TRUE,México
Citibanamex,2021-12-30T23:31:43Z,1476697538187210753,"@itslizett Buenas tardes, lamentamos los inconvenientes. ¿La reposición es vencimiento, robo o extravío?. ¿Es una tarjeta de débito o crédito?. Por favor, bríndanos más detalles vía DM para poder brindarte la mejor asesoría. Quedamos a tus órdenes.-GL",92367652,TRUE,México
Citibanamex,2021-12-27T17:55:24Z,1475525739307057157,@Kenna168 Por medio de DM nos tomamos la libertad de contactarte. -MR,92367652,TRUE,México
Citibanamex,2021-12-23T23:40:34Z,1474163050685075459,"@RaulGS_ Para el extranjero: EUA y Canadá 1-800-226 2639, Europa 1-800-203 5093 y el resto del Mundo 163 67 22 67 99 de lunes a viernes de 07:00 a 23:00 hrs. Fines de Semana y Días Festivos de 09:00 a 21:00 hrs.",92367652,TRUE,México
Citibanamex,2021-12-28T23:36:50Z,1475974050199621633,"@Forcisstus del interior al 800 110 3990, los horarios son de lunes a viernes de 8:00 a 21:00 sábado y domingo de 9:00 A 21:00 horas.  

Seguimos pendientes de la situación que presentas, quedamos a tus órdenes, saludos.-GL",92367652,TRUE,México
Citibanamex,2021-12-30T23:10:36Z,1476692223093846017,"@CoronaHex Buenas tardes, lamentamos los inconvenientes. ¿Cómo podemos ayudarte por este medio?. ¿Qué trámite deseas realizar?. Por favor, bríndanos más detalles para poder brindarte la mejor asesoría. Quedamos al pendiente.-GL",92367652,TRUE,México
Citibanamex,2021-12-30T16:00:06Z,1476583884359970827,Somos el primer banco mexicano en aliarnos con @IFC_LAC para fortalecer nuestra estrategia de género y nuestro programa #MujerEmprendedoraCitibanamex. #CadaPasoCuenta https://t.co/04j8rWvBRg,92367652,TRUE,México
Citibanamex,2021-12-27T17:51:34Z,1475524774629711874,"@aggri_ Hola. Estamos interesados en tus comentarios, ¿podemos ayudarte en algo? 
Quedamos atentos.-JC",92367652,TRUE,México
Citibanamex,2021-12-23T14:50:42Z,1474029704541782017,"@SaulJarrin Para realizar un redictamen por la resolución en contra, comunícate a nuestro CAT en Audiomático al 55 1226 2639 CDMX, 800 021 2345 para el interior de la República Mexicana, EUA y Canadá 1-800-226 2639, Europa 1 800-203 5093 y el resto del Mundo 163 67 22 67 99.",92367652,TRUE,México
Citibanamex,2021-12-30T22:52:57Z,1476687780604518400,"@Naimgallegos1 Te invitamos a consultar la siguiente información: 

https://t.co/K8M2ulo0cR

GS",92367652,TRUE,México
Citibanamex,2021-12-28T16:45:58Z,1475870650766082049,@josera_o Hola. ¿Te has comunicado a nuestro CAT para validar la situación de tu tarjeta?.-JC,92367652,TRUE,México
Citibanamex,2021-12-30T22:50:26Z,1476687150682976267,"@Izaak_96 Buenas tardes. ¿Cómo podemos ayudarte por este medio?. ¿Qué trámite deseas realizar?. Por favor, proporciónanos más detalles de tu situación vía DM, para poder brindarte la mejor asesoría. Quedamos al pendiente.-GL",92367652,TRUE,México
Citibanamex,2021-12-30T22:49:34Z,1476686930721095688,@rafael Buenas tardes. ¿Presentas algún inconveniente? Indícanos más detalles para asistirte. Quedamos a tus órdenes vía DM.-GL,92367652,TRUE,México
Citibanamex,2021-12-27T17:49:25Z,1475524232843046919,@silviamonkey1 Lamentamos los inconvenientes. ¿Intentaste ingresar con tu número secreto a Audiomático?,92367652,TRUE,México
Citibanamex,2021-12-30T22:44:44Z,1476685715983507459,"@AngieeHdezR Angie. En Citibanamex estamos para servirte, por favor contáctanos siempre que lo necesites. Será un gusto ayudarte.-KL",92367652,TRUE,México
Citibanamex,2021-12-30T15:44:15Z,1476579896881299461,"@erick_e3 Buenos días. Para las bonificaciones indicadas si debe estar parcializado. Del 26 al 31 de diciembre de 2021, además de las ofertas de los negocios participantes, obtén una bonificación del 10% o 5% en todas tus compras con Tarjeta de Crédito a",92367652,TRUE,México
Citibanamex,2021-12-27T17:47:07Z,1475523653735485443,"@jorgematapia ¿Qué tarjeta manejas?, ¿ya consultaste tu estado de cuenta?, ¿la tarjeta es de recién apertura?.-JC",92367652,TRUE,México
Citibanamex,2021-12-30T22:42:58Z,1476685271840219139,@gina_dgzt ¿Te otorgaron alguna fecha de resolución?.¿Qué error presenta tu NetKey?. Proporciónanos más detalles vía DM para poder brindarte la mejor asesoría. Quedamos atentos.-GL,92367652,TRUE,México
Citibanamex,2021-12-30T19:38:57Z,1476638961326034947,"@Nathanrmx Por protocolo de seguridad te solicitan tu INE original y vigente, otro formato de identificación oficial está sujeto a validación de sucursal de acuerdo al trámite requerido.
Quedamos a tus órdenes.-GL",92367652,TRUE,México
Citibanamex,2021-12-30T22:41:36Z,1476684925776576513,"@AngieeHdezR En este medio brindamos asesoría e información. Coméntanos, por mensaje directo y de manera breve y clara, los detalles sobre tu situación. Quedamos a tus órdenes. GS",92367652,TRUE,México
